Student_ID,Attendance,Quiz_Score,Assignment_Score,Understanding_Level
S2447,55.43,60.63,97.07,Average
S2448,87.46,61.72,74.79,Good
S2449,65.26,66.33,67.73,Average
S2450,97.57,64.09,70.71,Good
S2451,85.72,79.51,66.71,Good
S2452,66.34,94.28,60.62,Good
S2453,64.48,81.85,80.92,Good
S2454,76.18,62.08,78.13,Good
S2455,53.96,93.19,73.13,Good
S2456,55.88,81.6,54.79,Average
S2457,58.79,60.95,89.84,Average
S2458,88.74,68.08,58.75,Good
S2459,75.69,89.5,55.73,Good
S2460,50.53,86.95,81.15,Good
S2461,83.68,78.83,69.93,Good
S2462,71.18,57.24,52.99,Average
S2463,75.54,90.16,67.78,Good
S2464,60.71,65.38,88.59,Good
S2465,77.59,88.58,80.76,Good
S2466,98.96,82.38,68.14,Good
S2467,53.67,63.21,59.59,Poor
S2468,64.2,60.62,81.59,Average
S2469,62.15,56.55,94.38,Good
S2470,62.43,62.1,82.31,Average
S2471,68.94,57.89,90.65,Good
S2472,90.91,80.85,76.08,Good
S2473,95.64,79.94,85.9,Excellent
S2474,60.11,79.31,94.81,Good
S2475,77.15,82.09,88.66,Good
S2476,81.84,90.74,95.49,Excellent
S2477,76.09,95.68,71.56,Good
S2478,71.7,61.52,95.21,Good
S2479,59.6,79.39,81.08,Good
S2480,74.41,53.92,93.5,Good
S2481,70.06,56.01,51.97,Average
S2482,89.78,82.72,82.89,Excellent
S2483,88.18,74.33,92.4,Excellent
S2484,56.7,87.92,58.71,Average
S2485,54.43,71.28,83.09,Average
S2486,95.41,56.38,91.25,Good
S2487,76.78,93.6,64.4,Good
S2488,92.89,54.14,70.26,Good
S2489,52.91,59.45,78.48,Average
S2490,76.33,63.85,75.96,Good
S2491,76.97,99.76,51.96,Good
S2492,93.04,70.84,54.93,Good
S2493,54.88,75.09,55.02,Average
S2494,62.02,88.48,63.11,Good
S2495,70.33,81.82,62.29,Good
S2496,93.29,92.07,87.11,Excellent
S2497,96.94,74.32,78.64,Good
S2498,99.64,98.61,88.2,Excellent
S2499,97.96,89.84,53.49,Good
S2500,50.3,70.07,74.26,Average
S2501,52.39,69.06,66.19,Average
S2502,57.38,96.47,92.5,Good
S2503,67.44,84.22,85.39,Good
S2504,91.5,81.07,93.46,Excellent
S2505,94.63,87.89,52.32,Good
S2506,59.34,78.04,86.04,Good
S2507,80.98,57.96,77.0,Good
S2508,95.87,65.96,91.25,Excellent
S2509,73.19,77.9,75.36,Good
S2510,55.18,50.91,77.01,Average
S2511,72.89,71.87,52.59,Average
S2512,68.79,87.79,83.43,Good
S2513,78.88,58.21,63.66,Average
S2514,71.93,53.23,50.98,Average
S2515,50.87,91.8,53.32,Average
S2516,99.7,80.86,97.86,Excellent
S2517,77.18,58.83,67.3,Average
S2518,73.68,90.32,93.4,Good
S2519,97.73,82.91,97.98,Excellent
S2520,57.79,66.71,97.16,Good
S2521,59.46,68.81,94.09,Good
S2522,90.4,57.79,94.74,Good
S2523,63.04,91.76,64.45,Good
S2524,89.96,75.45,57.57,Good
S2525,63.58,77.85,81.96,Good
S2526,51.66,94.17,74.41,Good
S2527,75.85,50.79,54.94,Average
S2528,59.83,53.35,83.88,Average
S2529,87.89,58.08,78.14,Good
S2530,82.06,51.5,93.15,Good
S2531,96.18,82.91,80.46,Excellent
S2532,89.15,81.69,78.7,Good
S2533,59.04,60.54,72.04,Average
S2534,90.01,57.47,73.14,Good
S2535,82.09,57.28,97.72,Good
S2536,83.45,97.66,56.92,Good
S2537,91.61,84.68,72.31,Good
S2538,78.69,79.27,82.79,Good
S2539,73.3,66.12,71.65,Good
S2540,81.83,71.65,64.16,Good
S2541,64.9,54.47,64.37,Average
S2542,59.13,99.91,61.68,Good
S2543,80.83,87.75,67.2,Good
S2544,61.69,81.07,93.58,Good
S2545,54.0,79.39,75.26,Average
S2546,50.03,75.22,62.01,Average
S2547,80.42,62.87,69.23,Good
S2548,68.11,61.32,55.29,Average
S2549,87.62,77.48,95.2,Excellent
S2550,68.76,53.51,70.41,Average
S2551,74.3,53.72,99.02,Good
S2552,70.35,78.04,67.38,Good
S2553,82.53,95.99,91.82,Excellent
S2554,67.81,95.71,62.82,Good
S2555,98.19,50.54,53.81,Good
S2556,96.81,55.37,51.59,Good
S2557,92.4,79.15,80.31,Good
S2558,96.02,92.42,65.58,Excellent
S2559,72.46,97.72,72.18,Good
S2560,76.82,93.03,90.93,Excellent
S2561,87.1,83.88,62.41,Good
S2562,84.81,60.03,65.43,Good
S2563,94.53,53.63,92.27,Good
S2564,85.82,52.38,74.64,Good
S2565,99.89,80.6,91.38,Excellent
S2566,67.43,51.81,68.72,Average
S2567,91.65,86.96,69.92,Good
S2568,84.88,85.62,58.36,Good
S2569,84.57,53.98,95.82,Good
S2570,66.29,95.33,94.84,Good
S2571,89.28,76.1,99.21,Excellent
S2572,95.02,95.22,70.12,Excellent
S2573,60.93,95.08,90.93,Good
S2574,81.27,59.85,70.75,Good
S2575,69.61,69.03,72.71,Good
S2576,99.48,56.73,91.5,Good
S2577,73.94,88.75,58.87,Good
S2578,61.42,75.21,61.02,Average
S2579,69.09,96.44,65.74,Good
S2580,82.69,60.41,89.41,Good
S2581,53.8,84.42,68.63,Average
S2582,80.18,99.46,67.91,Good
S2583,96.56,83.27,99.94,Excellent
S2584,92.52,53.44,69.19,Good
S2585,53.38,79.42,62.39,Average
S2586,99.67,58.99,81.16,Good
S2587,84.94,51.53,90.09,Good
S2588,58.11,66.75,53.48,Poor
S2589,50.62,63.31,80.94,Average
S2590,58.56,89.44,51.79,Average
S2591,91.91,68.68,76.32,Good
S2592,51.08,86.65,62.85,Average
S2593,61.66,50.81,65.33,Poor
S2594,87.87,50.74,73.35,Good
S2595,79.31,51.47,96.36,Good
S2596,89.14,60.97,85.53,Good
S2597,87.31,68.7,96.84,Good
S2598,52.53,80.39,83.0,Good
S2599,94.63,99.3,50.36,Good
S2600,61.35,67.72,63.28,Average
S2601,77.67,52.78,95.29,Good
S2602,82.21,59.75,82.17,Good
S2603,58.43,94.89,99.08,Good
S2604,98.81,84.97,57.8,Good
S2605,74.41,89.51,64.84,Good
S2606,52.88,56.21,68.12,Poor
S2607,96.86,56.75,66.33,Good
S2608,79.31,55.61,62.6,Average
S2609,84.96,92.86,72.17,Good
S2610,76.26,60.5,82.11,Good
S2611,91.74,82.16,65.56,Good
S2612,51.66,75.81,53.98,Poor
S2613,63.42,77.22,85.43,Good
S2614,73.48,59.77,72.95,Average
S2615,53.83,81.76,77.82,Average
S2616,85.3,52.16,72.77,Good
S2617,69.68,99.67,94.52,Excellent
S2618,63.63,51.34,77.94,Average
S2619,50.17,52.51,96.16,Average
S2620,85.99,66.23,75.53,Good
S2621,91.69,91.58,64.63,Good
S2622,69.75,62.86,67.77,Average
S2623,78.21,73.6,76.11,Good
S2624,61.38,50.9,76.5,Average
S2625,81.11,53.94,84.37,Good
S2626,50.61,80.4,61.22,Average
S2627,74.43,59.72,82.94,Good
S2628,82.21,84.71,88.93,Good
S2629,95.91,89.27,83.83,Excellent
S2630,69.07,92.52,74.09,Good
S2631,88.26,56.69,99.58,Good
S2632,79.88,72.78,70.24,Good
S2633,96.35,97.35,55.33,Good
S2634,69.92,88.6,91.08,Good
S2635,65.95,55.85,60.61,Average
S2636,94.36,75.13,85.66,Excellent
S2637,52.46,96.12,58.95,Average
S2638,56.82,72.0,50.84,Poor
S2639,54.12,91.87,57.99,Average
S2640,92.16,74.79,68.85,Good
S2641,50.53,55.34,55.33,Poor
S2642,93.08,57.39,59.88,Good
S2643,72.56,52.33,88.23,Good
S2644,50.2,59.77,88.49,Average
S2645,70.08,94.68,90.87,Good
S2646,59.34,82.51,92.06,Good
S2647,81.22,86.94,71.02,Good
S2648,83.97,81.08,93.38,Excellent
S2649,74.38,69.33,76.3,Good
S2650,52.03,60.84,73.53,Average
S2651,82.81,96.28,85.93,Excellent
S2652,92.1,75.74,60.69,Good
S2653,86.02,74.05,89.47,Good
S2654,91.5,99.81,71.47,Excellent
S2655,60.03,69.2,56.36,Average
S2656,94.44,92.71,55.97,Good
S2657,66.11,93.12,58.25,Good
S2658,50.67,61.63,94.53,Average
S2659,92.17,54.74,99.55,Good
S2660,97.09,98.78,67.85,Excellent
S2661,82.78,71.29,64.61,Good
S2662,61.57,50.11,60.94,Poor
S2663,62.59,74.95,91.19,Good
S2664,73.33,80.97,60.46,Good
S2665,94.89,88.8,96.2,Excellent
S2666,57.48,97.15,83.37,Good
S2667,91.3,95.76,94.86,Excellent
S2668,64.57,97.01,77.7,Good
S2669,90.43,51.61,84.53,Good
S2670,96.01,85.59,80.97,Excellent
S2671,71.37,61.29,91.56,Good
S2672,68.25,59.38,91.79,Good
S2673,90.11,90.02,79.49,Excellent
S2674,76.47,70.86,81.63,Good
S2675,84.22,95.83,96.09,Excellent
S2676,81.14,52.12,96.49,Good
S2677,57.64,90.11,83.21,Good
S2678,92.24,56.84,50.39,Average
S2679,59.79,58.83,55.22,Poor
S2680,96.61,73.87,92.9,Excellent
S2681,62.53,69.78,54.24,Average
S2682,86.69,74.31,60.68,Good
S2683,64.23,97.0,61.53,Good
S2684,65.89,82.87,80.01,Good
S2685,65.5,64.52,78.83,Average
S2686,87.39,58.65,64.47,Good
S2687,77.84,71.0,60.38,Good
S2688,94.15,72.58,88.23,Excellent
S2689,65.37,80.06,96.77,Good
S2690,84.6,63.3,52.64,Average
S2691,87.65,88.38,56.66,Good
S2692,57.57,54.92,82.11,Average
S2693,70.03,78.02,90.22,Good
S2694,74.14,81.18,89.56,Good
S2695,67.78,60.34,85.98,Good
S2696,66.11,91.3,94.37,Good
S2697,84.32,80.77,60.87,Good
S2698,60.79,82.29,55.36,Average
S2699,85.47,74.89,80.77,Good
S2700,96.75,95.48,91.11,Excellent
S2701,78.26,84.7,79.1,Good
S2702,80.57,69.09,98.15,Good
S2703,53.45,61.93,89.78,Average
S2704,93.22,53.55,85.04,Good
S2705,64.27,58.27,53.01,Poor
S2706,80.75,99.63,55.39,Good
S2707,98.96,70.34,89.24,Excellent
S2708,79.78,94.93,59.91,Good
S2709,86.24,58.53,51.44,Average
S2710,72.27,71.27,95.54,Good
S2711,53.02,98.03,94.54,Good
S2712,89.88,54.56,60.92,Good
S2713,51.75,79.7,89.01,Good
S2714,85.03,95.96,52.4,Good
S2715,51.15,97.48,64.25,Average
S2716,93.12,92.3,81.18,Excellent
S2717,57.88,92.8,88.16,Good
S2718,75.71,82.61,50.52,Good
S2719,79.86,61.02,66.31,Good
S2720,72.88,86.53,60.72,Good
S2721,67.04,98.92,99.94,Excellent
S2722,73.39,76.3,83.55,Good
S2723,65.57,63.03,70.28,Average
S2724,71.91,78.67,53.78,Average
S2725,67.95,84.53,79.93,Good
S2726,78.31,60.41,82.09,Good
S2727,61.9,85.96,90.82,Good
S2728,99.43,79.37,64.43,Good
S2729,75.04,80.62,99.07,Good
S2730,59.71,65.3,71.97,Average
S2731,73.85,57.76,64.8,Average
S2732,93.32,81.17,67.42,Good
S2733,51.09,79.31,75.98,Average
S2734,83.98,66.9,96.84,Good
S2735,77.4,64.79,86.76,Good
S2736,58.48,67.36,78.86,Average
S2737,90.87,74.49,58.14,Good
S2738,68.44,98.74,57.47,Good
S2739,64.69,88.18,75.11,Good
S2740,91.41,92.59,86.44,Excellent
S2741,81.93,75.28,87.55,Good
S2742,94.91,76.31,61.3,Good
S2743,81.49,60.22,55.0,Average
S2744,87.04,86.05,69.22,Good
S2745,91.82,71.08,95.91,Excellent
S2746,52.74,87.12,77.27,Good
S2747,88.8,70.45,66.0,Good
S2748,80.69,55.43,66.18,Average
S2749,53.48,58.65,56.6,Poor
S2750,75.43,90.58,73.66,Good
S2751,54.12,62.93,89.57,Average
S2752,86.8,63.22,98.43,Good
S2753,77.33,96.47,75.08,Good
S2754,97.68,82.88,58.36,Good
S2755,59.16,55.72,84.15,Average
S2756,80.3,57.18,87.84,Good
S2757,60.58,63.62,53.58,Poor
S2758,80.7,79.7,92.51,Good
S2759,86.13,87.64,91.47,Excellent
S2760,86.12,63.72,73.63,Good
S2761,90.75,93.53,78.02,Excellent
S2762,92.68,55.46,85.67,Good
S2763,53.86,60.38,83.84,Average
S2764,67.16,98.52,50.83,Good
S2765,84.36,56.74,56.12,Average
S2766,74.93,94.41,58.13,Good
S2767,59.53,85.2,87.78,Good
S2768,77.64,53.65,72.0,Average
S2769,70.37,74.19,77.28,Good
S2770,69.5,75.95,88.63,Good
S2771,90.49,96.61,67.05,Excellent
S2772,70.38,71.06,87.44,Good
S2773,51.32,72.34,72.11,Average
S2774,52.9,55.62,68.86,Poor
S2775,92.81,81.96,66.65,Good
S2776,98.03,60.54,98.25,Excellent
S2777,84.42,53.88,88.6,Good
S2778,68.22,99.85,51.01,Good
S2779,96.93,63.48,97.87,Excellent
S2780,83.14,57.05,88.77,Good
S2781,92.22,84.97,57.46,Good
S2782,88.29,91.08,53.82,Good
S2783,68.96,53.2,65.41,Average
S2784,73.94,55.27,81.21,Good
S2785,59.31,54.51,80.83,Average
S2786,64.6,52.35,63.79,Average
S2787,88.91,82.97,72.28,Good
S2788,94.7,79.42,60.59,Good
S2789,86.22,83.14,52.53,Good
S2790,73.26,75.28,75.85,Good
S2791,54.33,90.88,67.35,Average
S2792,52.85,77.33,77.14,Average
S2793,68.72,95.94,97.33,Excellent
S2794,73.19,74.28,57.17,Average
S2795,80.46,89.53,50.1,Good
S2796,50.32,70.37,53.84,Poor
S2797,99.49,71.76,73.14,Good
S2798,68.2,92.45,85.35,Good
S2799,92.4,55.38,79.04,Good
S2800,76.75,78.25,74.74,Good
S2801,56.52,86.32,67.7,Average
S2802,89.88,87.52,65.5,Good
S2803,85.49,79.57,68.81,Good
S2804,76.37,72.4,80.58,Good
S2805,75.73,63.04,58.39,Average
S2806,54.37,95.47,88.57,Good
S2807,82.79,68.49,78.76,Good
S2808,95.56,89.95,63.46,Good
S2809,54.66,51.58,75.06,Poor
S2810,63.18,61.61,98.14,Good
S2811,95.12,67.28,51.02,Good
S2812,64.22,83.58,59.98,Average
S2813,82.7,65.97,72.42,Good
S2814,76.74,52.07,81.92,Good
S2815,79.82,58.69,60.61,Average
S2816,70.79,62.96,96.57,Good
S2817,65.0,58.8,82.13,Average
S2818,52.43,60.19,93.87,Average
S2819,87.21,88.45,66.47,Good
S2820,87.3,70.6,91.45,Good
S2821,83.54,70.26,68.91,Good
S2822,82.18,98.33,62.64,Good
S2823,62.19,72.34,95.58,Good
S2824,51.12,96.38,54.61,Average
S2825,90.44,64.95,97.14,Good
S2826,74.56,70.03,72.93,Good
S2827,65.34,69.81,99.63,Good
S2828,55.1,77.3,76.98,Average
S2829,53.14,79.21,87.87,Good
S2830,67.44,62.41,50.35,Average
S2831,90.24,89.68,74.83,Excellent
S2832,95.94,74.83,86.87,Excellent
S2833,94.84,50.35,89.14,Good
S2834,96.0,79.57,57.9,Good
S2835,95.39,89.9,70.95,Excellent
S2836,76.36,62.52,70.95,Good
S2837,60.97,51.89,55.18,Poor
S2838,89.9,90.36,72.15,Good
S2839,60.69,98.81,90.35,Good
S2840,63.36,53.83,65.01,Average
S2841,61.66,96.9,71.63,Good
S2842,75.75,67.96,98.05,Good
S2843,66.09,97.07,51.59,Good
S2844,57.71,82.44,79.58,Good
S2845,72.66,94.51,87.17,Good
S2846,93.7,89.29,88.04,Excellent
S2847,78.53,51.4,85.8,Good
S2848,93.92,53.27,86.32,Good
S2849,59.79,76.29,52.95,Average
S2850,58.35,56.48,76.71,Average
S2851,78.78,73.05,89.15,Good
S2852,73.17,97.73,54.7,Good
S2853,83.01,64.74,50.6,Average
S2854,89.73,74.45,90.73,Excellent
S2855,87.57,69.21,85.61,Good
S2856,97.11,81.49,70.61,Good
S2857,69.91,59.69,97.02,Good
S2858,60.32,63.0,88.33,Average
S2859,77.55,92.94,98.39,Excellent
S2860,55.54,90.57,96.47,Good
S2861,64.44,89.46,74.06,Good
S2862,60.39,88.55,87.74,Good
S2863,69.83,72.97,83.46,Good
S2864,55.56,86.44,90.57,Good
S2865,51.59,69.36,89.38,Average
S2866,82.84,55.04,57.66,Average
S2867,80.51,69.67,61.69,Good
S2868,85.42,57.93,63.29,Good
S2869,83.02,69.54,90.92,Good
S2870,55.71,64.87,90.54,Average
S2871,64.55,79.96,74.77,Good
S2872,56.48,68.08,79.04,Average
S2873,92.15,85.28,91.35,Excellent
S2874,87.35,75.61,65.63,Good
S2875,60.08,95.97,52.51,Average
S2876,67.07,54.55,74.13,Average
S2877,98.33,84.39,95.69,Excellent
S2878,79.71,83.62,89.52,Good
S2879,90.06,97.53,68.33,Excellent
S2880,63.23,68.58,53.24,Average
S2881,60.5,65.27,81.85,Average
S2882,89.2,58.62,91.72,Good
S2883,84.29,63.26,83.25,Good
S2884,84.05,75.09,71.25,Good
S2885,77.63,91.89,56.17,Good
S2886,78.18,64.21,95.54,Good
S2887,86.78,57.89,63.8,Good
S2888,63.5,63.61,61.21,Average
S2889,67.64,55.05,90.8,Good
S2890,93.58,96.33,99.06,Excellent
S2891,65.44,93.63,83.01,Good
S2892,77.32,65.42,81.24,Good
S2893,85.13,62.35,65.97,Good
S2894,100.0,95.27,51.02,Good
S2895,71.76,50.09,59.59,Average
S2896,71.4,80.03,79.22,Good
S2897,92.13,95.8,57.57,Good
S2898,90.28,75.43,94.19,Excellent
S2899,86.55,50.15,59.41,Average
S2900,73.16,60.94,76.11,Good
S2901,66.2,96.12,75.6,Good
S2902,80.44,50.85,80.2,Good
S2903,93.81,69.74,66.37,Good
S2904,94.19,89.49,93.68,Excellent
S2905,55.42,91.9,72.22,Good
S2906,71.42,73.88,85.01,Good
S2907,73.24,61.62,81.8,Good
S2908,98.88,79.99,55.86,Good
S2909,83.9,63.19,81.13,Good
S2910,70.36,62.76,77.54,Good
S2911,51.3,90.38,94.93,Good
S2912,78.27,57.71,94.04,Good
S2913,54.8,50.28,57.55,Poor
S2914,91.72,66.84,54.08,Good
S2915,87.63,74.55,64.73,Good
S2916,73.03,85.25,99.33,Good
S2917,71.46,89.06,51.08,Good
S2918,94.87,83.18,83.64,Excellent
S2919,64.42,81.33,80.43,Good
S2920,62.45,83.29,82.33,Good
S2921,96.96,63.58,60.91,Good
S2922,90.46,69.12,61.34,Good
S2923,91.03,80.82,71.53,Good
S2924,59.76,53.28,54.79,Poor
S2925,57.16,64.77,53.73,Poor
S2926,51.3,70.32,54.42,Poor
S2927,61.85,76.67,78.65,Good
S2928,88.71,74.32,69.89,Good
S2929,62.0,85.91,64.68,Average
S2930,86.46,73.67,65.79,Good
S2931,62.6,95.21,60.36,Good
S2932,69.76,69.02,70.58,Average
S2933,99.16,76.27,60.15,Good
S2934,62.24,50.16,84.9,Average
S2935,68.82,65.52,56.2,Average
S2936,65.05,93.33,97.41,Good
S2937,55.48,66.68,54.49,Poor
S2938,74.49,62.66,97.17,Good
S2939,68.93,77.18,91.66,Good
S2940,84.74,53.94,84.04,Good
S2941,90.88,76.58,95.62,Excellent
S2942,77.21,65.18,56.96,Average
S2943,51.61,69.16,58.82,Poor
S2944,80.95,89.57,62.61,Good
S2945,52.77,83.1,62.24,Average
S2946,80.82,72.31,65.54,Good
S2947,84.25,78.88,78.78,Good
S2948,59.89,88.34,51.41,Average
S2949,90.97,87.29,69.11,Good
S2950,95.55,59.27,62.32,Good
S2951,90.65,65.05,80.33,Good
S2952,65.26,67.41,99.26,Good
S2953,79.33,59.38,75.88,Good
S2954,95.74,50.61,71.28,Good
S2955,66.03,58.7,68.41,Average
S2956,91.0,90.41,89.25,Excellent
S2957,50.47,77.3,53.6,Poor
S2958,50.18,67.08,97.99,Average
S2959,87.99,80.42,70.9,Good
S2960,88.07,86.99,65.69,Good
S2961,89.45,67.72,98.7,Excellent
S2962,96.5,73.3,96.79,Excellent
S2963,55.9,53.21,82.1,Average
S2964,61.6,79.85,50.93,Average
S2965,95.19,67.82,87.43,Good
S2966,58.86,71.68,66.78,Average
S2967,84.11,71.13,69.41,Good
S2968,76.52,81.62,57.94,Good
S2969,54.16,78.62,76.17,Average
S2970,64.26,71.11,87.23,Good
S2971,76.02,50.85,63.65,Average
S2972,92.62,81.05,96.94,Excellent
S2973,85.38,93.98,59.74,Good
S2974,81.09,88.48,53.31,Good
S2975,74.8,99.08,82.22,Good
S2976,64.93,56.95,92.47,Good
S2977,55.96,61.13,97.66,Good
S2978,70.45,76.96,88.36,Good
S2979,51.43,61.79,59.98,Poor
S2980,60.55,51.73,98.88,Average
S2981,71.62,70.11,95.97,Good
S2982,70.93,64.38,58.16,Average
S2983,52.21,63.19,77.94,Average
S2984,79.45,97.66,77.78,Good
S2985,77.48,61.92,72.13,Good
S2986,53.91,56.47,99.21,Average
S2987,97.16,56.27,52.98,Good
S2988,54.97,90.32,81.36,Good
S2989,92.74,85.74,60.27,Good
S2990,50.02,56.47,76.37,Poor
S2991,94.11,60.99,88.99,Good
S2992,50.99,87.37,62.34,Average
S2993,87.89,63.73,69.67,Good
S2994,68.08,99.08,97.54,Excellent
S2995,86.91,77.03,88.07,Good
S2996,70.09,59.6,78.64,Average
S2997,53.55,92.94,61.1,Average
S2998,88.38,65.97,71.27,Good
S2999,53.56,64.44,88.7,Average
S3000,96.11,66.37,91.03,Excellent
S3001,52.55,88.41,62.23,Average
S3002,73.97,58.66,83.1,Good
S3003,86.15,69.09,54.75,Good
S3004,69.66,51.54,51.16,Poor
S3005,60.86,91.33,77.43,Good
S3006,87.95,67.04,61.22,Good
S3007,89.21,62.41,53.95,Good
S3008,96.13,78.99,86.49,Excellent
S3009,68.81,85.25,74.9,Good
S3010,75.31,90.64,89.81,Good
S3011,68.16,67.39,83.2,Good
S3012,62.85,90.62,86.49,Good
S3013,87.55,73.24,65.37,Good
S3014,66.98,55.06,63.16,Average
S3015,71.41,92.32,80.04,Good
S3016,70.18,77.38,60.0,Average
S3017,85.63,80.12,90.77,Excellent
S3018,95.89,96.87,76.15,Excellent
S3019,83.34,77.96,61.35,Good
S3020,73.58,50.28,81.26,Average
S3021,88.96,93.53,97.25,Excellent
S3022,82.05,64.24,54.1,Average
S3023,53.03,75.09,55.47,Average
S3024,54.78,60.24,92.19,Average
S3025,51.9,64.85,55.48,Poor
S3026,72.84,84.33,51.97,Good
S3027,91.29,71.48,67.4,Good
S3028,65.65,81.36,73.34,Good
S3029,69.21,91.18,78.47,Good
S3030,95.47,67.04,75.37,Good
S3031,91.85,78.42,95.66,Excellent
S3032,83.25,88.88,88.43,Excellent
S3033,63.34,85.76,99.19,Good
S3034,55.85,76.99,73.82,Average
S3035,50.8,69.17,54.22,Poor
S3036,55.35,70.38,97.78,Good
S3037,64.63,71.66,50.21,Average
S3038,77.59,67.44,88.8,Good
S3039,53.2,84.95,51.56,Average
S3040,56.81,56.27,88.06,Average
S3041,59.05,98.37,96.9,Good
S3042,81.6,88.95,69.46,Good
S3043,80.79,64.91,62.05,Good
S3044,77.54,52.13,61.31,Average
S3045,62.53,85.57,74.59,Good
S3046,68.56,86.72,58.54,Good
S3047,54.83,98.18,83.65,Good
S3048,61.32,62.69,68.42,Average
S3049,94.89,54.14,66.16,Good
S3050,98.98,95.76,73.06,Excellent
S3051,82.38,62.93,77.13,Good
S3052,95.84,86.08,57.1,Good
S3053,82.14,53.03,85.39,Good
S3054,51.66,88.03,94.15,Good
S3055,99.84,56.35,63.9,Good
S3056,54.95,84.78,59.02,Average
S3057,84.13,76.62,88.03,Good
S3058,62.64,97.77,59.18,Good
S3059,69.6,51.85,52.06,Poor
S3060,82.3,64.6,80.96,Good
S3061,71.82,53.48,61.99,Average
S3062,62.53,93.96,58.59,Good
S3063,66.72,79.7,99.08,Good
S3064,67.08,76.75,64.59,Average
S3065,97.97,56.57,95.17,Good
S3066,89.93,74.45,58.91,Good
S3067,72.93,69.94,90.95,Good
S3068,59.99,65.79,75.1,Average
S3069,90.55,88.61,53.93,Good
S3070,57.86,53.06,86.68,Average
S3071,60.52,82.33,94.6,Good
S3072,68.3,91.15,58.15,Good
S3073,94.02,95.37,86.28,Excellent
S3074,56.59,87.3,72.25,Good
S3075,56.11,64.12,87.69,Average
S3076,74.7,80.03,85.7,Good
S3077,63.82,57.07,51.33,Poor
S3078,78.44,55.85,58.94,Average
S3079,72.58,81.93,73.55,Good
S3080,71.75,92.56,96.68,Excellent
S3081,55.6,53.36,67.1,Poor
S3082,57.05,55.3,81.44,Average
S3083,91.05,78.28,50.6,Good
S3084,94.29,60.91,85.56,Good
S3085,61.73,80.59,80.15,Good
S3086,55.67,60.73,85.77,Average
S3087,52.67,55.82,95.23,Average
S3088,80.41,77.28,57.32,Good
S3089,85.77,93.11,63.08,Good
S3090,68.64,84.26,99.79,Good
S3091,83.98,90.94,57.81,Good
S3092,85.65,63.32,86.03,Good
S3093,96.77,94.3,86.25,Excellent
S3094,53.24,68.85,84.15,Average
S3095,59.61,92.62,61.37,Good
S3096,53.43,73.56,60.76,Average
S3097,93.4,63.39,83.32,Good
S3098,89.63,63.01,59.31,Good
S3099,78.73,78.38,83.08,Good
S3100,54.18,53.95,74.63,Average
S3101,63.67,96.5,69.33,Good
S3102,64.89,63.57,65.01,Average
S3103,78.04,66.78,97.38,Good
S3104,62.9,61.67,75.4,Average
S3105,53.65,50.15,78.06,Poor
S3106,86.54,84.63,97.46,Excellent
S3107,64.95,79.53,82.69,Good
S3108,72.62,90.48,97.89,Excellent
S3109,56.38,52.05,55.32,Poor
S3110,90.13,96.43,92.33,Excellent
S3111,78.28,66.54,66.77,Good
S3112,95.08,95.65,90.52,Excellent
S3113,74.77,55.36,92.78,Good
S3114,97.07,87.2,63.57,Good
S3115,94.59,78.97,70.44,Good
S3116,78.82,67.91,86.3,Good
S3117,96.69,53.96,54.95,Good
S3118,66.15,80.24,87.78,Good
S3119,68.28,51.32,55.52,Poor
S3120,52.27,75.06,95.72,Good
S3121,79.46,80.21,63.82,Good
S3122,86.1,86.63,78.78,Good
S3123,88.68,99.57,55.86,Good
S3124,57.49,63.0,63.47,Average
S3125,72.21,66.12,70.2,Average
S3126,58.84,67.06,74.35,Average
S3127,83.11,86.58,50.0,Good
S3128,57.9,96.59,94.43,Good
S3129,95.21,98.72,50.38,Good
S3130,61.53,97.29,88.68,Good
S3131,64.57,93.97,73.53,Good
S3132,92.55,99.55,76.19,Excellent
S3133,72.92,68.8,60.41,Average
S3134,51.2,97.42,80.37,Good
S3135,74.73,88.05,76.86,Good
S3136,54.23,58.42,58.21,Poor
S3137,99.27,52.27,61.91,Good
S3138,79.41,60.72,53.35,Average
S3139,62.83,88.94,53.31,Average
S3140,78.19,81.58,50.69,Good
S3141,53.84,61.22,61.02,Poor
S3142,89.99,87.1,83.98,Excellent
S3143,96.27,57.07,65.81,Good
S3144,93.72,91.09,67.14,Good
S3145,67.09,89.71,56.6,Good
S3146,66.29,98.63,78.77,Good
S3147,51.75,57.51,67.11,Poor
S3148,82.57,95.33,83.82,Excellent
S3149,76.75,67.06,87.07,Good
S3150,72.97,70.8,79.23,Good
S3151,95.38,73.42,63.8,Good
S3152,58.39,81.35,75.43,Good
S3153,50.48,99.74,62.6,Average
S3154,53.67,80.0,95.15,Good
S3155,61.17,96.34,88.32,Good
S3156,51.66,62.75,74.65,Average
S3157,75.14,69.92,98.27,Good
S3158,65.7,75.22,77.34,Good
S3159,59.02,66.15,66.43,Average
S3160,87.5,98.84,54.77,Good
S3161,60.22,86.28,77.19,Good
S3162,84.38,73.94,93.02,Good
S3163,67.46,87.57,93.34,Good
S3164,75.59,73.37,80.23,Good
S3165,96.69,50.86,69.67,Good
S3166,51.87,77.16,82.51,Average
S3167,75.01,81.26,88.11,Good
S3168,92.72,99.06,70.58,Excellent
S3169,79.4,52.04,73.81,Average
S3170,63.84,75.6,84.03,Good
